1 0:0.9209543891220912 1:-1.319842112729013 2:-2.358453679990853 3:0.7341189869204056 4:-1.166104814380898 5:-2.528684059588969 6:2.128731448053778 7:-0.7421429745000642 8:-0.1251583501149097 9:0.1459684708350511
-1 0:-0.06911043885902063 1:0.1522765632416711 2:-0.4486753056021562 3:-0.3126161176207666 4:0.9619319627182327 5:-0.2646753282869755 6:0.4505894262811173 7:1.851566038768429 8:-1.478075135506181 9:0.5549819533694808
1 0:-1.207682474288428 1:-0.06014766310805779 2:-0.8606194590712385 3:2.301393458731508 4:-0.542089493974794 5:1.012589004837599 6:0.2795579098180115 7:2.256138869738387 8:1.668261365244428 9:0.2245212496029919
1 0:0.3514016059640095 1:1.148420383373337 2:-2.315669807281587 3:0.2958652107282757 4:1.088326638823147 5:-0.3844171180986083 6:-0.03238231451728937 7:0.09934164439794904 8:-0.8946574618388784 9:2.276761910106901
-1 0:0.7341038016391156 1:-0.03715353343094795 2:-0.3082253243474579 3:-1.287205516902414 4:0.8166560431071498 5:0.2493454904884874 6:-0.4993796238600144 7:1.251985980534541 8:0.9993156245152396 9:-0.5626577334143212
-1 0:2.114098094638065 1:0.181068735905434 2:0.7299859275583034 3:0.5050315214913166 4:-0.5626109145178684 5:-0.2052276109718908 6:0.2147938379249804 7:0.3553627201695413 8:-0.8287259822479636 9:1.059894152896755
1 0:0.7986545942495462 1:1.242950376390971 2:-1.350224493086918 3:0.8028308964362114 4:-0.1756323477353388 5:0.3039627816191769 6:-0.4292512379210803 7:-0.2924550208857964 8:0.02794143292003477 9:2.148579199827173
1 0:-1.672323605150262 1:0.8799417967949604 2:0.9525026379023117 3:-0.754749576633844 4:-0.3258898209833919 5:0.06499220434281278 6:-0.6976875056797499 7:1.935717710052072 8:-0.4877769320804464 9:0.5498716949163852
-1 0:0.8453325847262869 1:-0.4503079709175458 2:-0.5660265789206447 3:-1.013292679017352 4:-0.6202424767575049 5:0.06008185988766483 6:-0.4056387702073967 7:1.314627726428251 8:-0.2040457293791088 9:1.365280342474684
-1 0:0.5600604166536294 1:0.2349434963393649 2:0.1152677586128426 3:-1.018554824962504 4:-1.447395413111332 5:0.1463311571728899 6:1.406368037721993 7:0.07624418778030397 8:0.01548471313202795 9:1.862576546384319
-1 0:0.3250720689021621 1:0.131965331254997 2:-0.278330193461545 3:-1.18390879517357 4:-1.384217272818654 5:0.8895429585643904 6:-0.255942293233733 7:1.337761929604473 8:-0.8602064280749022 9:0.7460923257530692
-1 0:0.9283409165493238 1:0.4846567455891809 2:0.6619695122705191 3:-0.252110431519421 4:-1.237960636376542 5:0.3679337568895493 6:-0.5040512517630025 7:-0.2464343583513249 8:0.1960090222359492 9:0.2868292260028359
-1 0:-1.119461208411764 1:-1.612526172016685 2:0.9822788040596605 3:0.4006760101129255 4:-0.0773899175546079 5:0.01673393958257371 6:-1.448293989155031 7:-0.1195729489241929 8:0.4093982564344104 9:1.133887985764003
-1 0:0.4316333283336535 1:-0.8486357592482371 2:-0.7457270248514625 3:-0.6589529057511034 4:-0.6617982559350954 5:-0.3078940055452937 6:-0.9132807635704623 7:-1.223780923314161 8:0.5391763199717499 9:-0.3549656738347732
-1 0:-0.2923628467343683 1:0.9137791692997199 2:1.969466214707709 3:0.1618549053725804 4:-0.1619827231314393 5:-0.1906421548881398 6:1.483684235270287 7:-0.3473530617819132 8:-0.7332613838616251 9:-0.3810051271008846
1 0:-2.737953090909621 1:-0.04961549742893828 2:-0.8401150361898165 3:1.135649335472724 4:0.1167670963120173 5:-0.447003613313563 6:0.01311818828267249 7:0.1928079163233463 8:1.238239446369801 9:1.379714326491144
-1 0:-0.2709880983150916 1:0.2705852200180405 2:-0.4386316247315479 3:-1.945213557693874 4:0.6758791003650466 5:-0.5696247133566344 6:0.5937494462913032 7:0.5632735799088947 8:1.009744456977284 9:0.1001141474587668
-1 0:1.235120647662468 1:-0.4372280052081099 2:0.3133373637702622 3:1.110132479889147 4:0.03000592093551786 5:-0.7936507166330228 6:0.5457063737347303 7:1.802213433506461 8:0.5754545827219228 9:1.178728930433208
-1 0:1.460523407196761 1:-1.043099943117168 2:0.001810080733794805 3:-1.818639192981508 4:-0.5553177621761556 5:-0.6527433946726485 6:0.5702059632174739 7:0.2899316674911875 8:-0.711405093412504 9:-0.2363418222636606
1 0:0.7906647430013698 1:2.107895274949721 2:1.457661878735108 3:-0.1131088950710825 4:-1.401831009475139 5:0.441549201505471 6:-2.930239120604908 7:-0.6255216219283618 8:-0.8866705166729943 9:-1.041985128113555
1 0:-0.2286275707176088 1:1.790720003693392 2:1.498201477892449 3:-0.2528454381089618 4:0.818666115416449 5:-1.021063550975907 6:-0.141109056285346 7:0.08334998216871731 8:1.929976777585418 9:-1.062092926625355
-1 0:0.4354334662559983 1:0.8129665433420612 2:-0.08977525647452733 3:0.3145733458843877 4:0.4152334389386523 5:0.28130301148064 6:0.9913304017122397 7:0.2012093537108043 8:-1.241829943647052 9:0.213281071452034
-1 0:-0.2338460322456664 1:0.3769476995621348 2:-0.5634940132225329 3:-0.4665657056301862 4:0.3333470621085527 5:-0.7724180825035509 6:0.1900710848963211 7:-1.160180677314735 8:0.6445763941499778 9:-1.833885634739634
1 0:-1.418840463249359 1:-0.301252431952209 2:0.1488090572539998 3:-1.765435741807992 4:-0.9416189128262512 5:-0.4014506599368685 6:0.08100952035102883 7:-0.5568002136566049 8:-0.2720730947227741 9:2.34460064821648
1 0:-1.053553013107742 1:1.786311399142721 2:0.4270766877999995 3:-1.244335043539079 4:0.1438754761182996 5:-0.8651817078146291 6:-0.1050901562664988 7:1.629533047158928 8:-0.7325664636605612 9:-0.9460575917099867
1 0:-1.312617486548898 1:-0.3338164149393159 2:-0.6733514250358096 3:-0.4493579273762572 4:-0.8604072261995535 5:-0.1150890636742201 6:0.07256121413988796 7:-2.412780212383146 8:-1.229964737776018 9:-0.4753441842006717
1 0:1.378503152249075 1:-0.5907742140228429 2:-0.7625745428634221 3:-0.8387181744748914 4:1.207378991781492 5:-0.6764389624860906 6:2.142522884650079 7:0.4867599369359028 8:1.529183270808888 9:-0.3058567830352234
1 0:1.432941173386079 1:0.6391952647991542 2:-0.1322837843366681 3:0.5935736764820869 4:0.2765711022479264 5:0.6527472857590905 6:1.611032000823974 7:-1.49662440113808 8:1.108836182726497 9:-1.350318048998885
1 0:-1.212719929397435 1:0.5212647840435071 2:1.976425401381165 3:1.179694812350823 4:-0.8687628480784849 5:-0.9724745328390741 6:-0.008534375458242649 7:-0.5401755356331475 8:-1.433712811322134 9:-1.19218176309445
-1 0:0.522619268544714 1:-0.728795652548062 2:-1.286767572820518 3:0.2203922732376997 4:0.4570420242666796 5:-0.3970542835148215 6:-1.076295984520692 7:-1.445852010661808 8:0.253010809569487 9:-0.6313168380755787
-1 0:-0.456916744472453 1:0.8237742596943053 2:0.0632405501657541 3:-1.386005265339734 4:0.03093767389282813 5:-0.8831031525346755 6:0.7955913441532237 7:0.01949805062877676 8:-0.3867667184711425 9:-0.05088424441595576
1 0:-0.009566266104886891 1:-1.839770966624664 2:-0.2572482283971004 3:1.048695543168927 4:0.1524647594632542 5:-2.177397185453373 6:-0.6658988263133471 7:2.556339057935215 8:0.7934975057750769 9:0.02806856748878917
-1 0:-1.32418308585478 1:-0.2410067691518004 2:0.9645579945340609 3:1.503724179636678 4:0.9608927370184499 5:-0.3904504639997206 6:1.001038249576795 7:0.1324952141655051 8:0.4069708094417394 9:-0.7620467280854617
-1 0:-1.2708297002704 1:0.1723802018568424 2:0.1986147839316751 3:-1.067400637236014 4:0.2797129804836446 5:0.349928515207543 6:-1.427989869388185 7:0.0540160322277422 8:1.223765034012685 9:0.3121096600649563
1 0:2.618161346588811 1:0.9298856031726596 2:0.2685881890376804 3:0.708410050594916 4:0.4620432741630084 5:0.9995845536375704 6:0.2375321161208036 7:0.3852285760022972 8:1.106751277130681 9:-0.4245146951025475
1 0:-1.696868715416342 1:-0.414818562117092 2:-0.5913233445688789 3:0.3043907409269491 4:-0.4597478610968095 5:0.2708108920518639 6:-0.6172106155832782 7:-0.6270302032448061 8:-2.148054613115467 9:-0.9201339313448385
-1 0:-0.04609097155137406 1:1.295466818044993 2:-0.1486523131178187 3:-1.866618413801492 4:0.1859778825649709 5:-0.3895107236128524 6:-0.7810670207818418 7:0.1511095412402482 8:0.731368867088617 9:-1.323794499994633
-1 0:-1.76794591738611 1:-0.7808790938026577 2:0.4887225051638254 3:0.1144123456390032 4:0.4988648890147874 5:1.353581467794202 6:-1.318782716985275 7:0.1395565747423479 8:0.4932333063036249 9:-0.5068431653239637
-1 0:-0.5961404949548607 1:0.3588788496883738 2:-0.3916969879473093 3:0.1929779707990605 4:1.010726484864352 5:1.713315375610003 6:0.2928340753138623 7:1.016612414498125 8:-0.8750879222202008 9:0.976111611328995
1 0:-0.3149827089784725 1:-0.7637744767244375 2:1.828236429140154 3:-1.154958386937564 4:0.4387718288858741 5:-1.64001597704257 6:1.050569416868121 7:-2.070206468374369 8:-1.662414829183272 9:-0.0137987262245067
1 0:0.8139164665632715 1:0.04029125755254579 2:0.2773966190633873 3:2.545415565455384 4:1.47155003879093 5:-1.40829557834295 6:0.562619568024199 7:0.07952531861971555 8:0.3209447553082191 9:0.6132607991087705
1 0:-1.737980975648188 1:-1.022748173563293 2:-1.127661559588068 3:-1.277207145032263 4:-0.9240509329334197 5:-0.4650902457484127 6:0.8004452285845188 7:-1.62574268406174 8:-0.6000019616650192 9:0.5384796157680669
-1 0:-0.3428517354352981 1:-0.1611372308084123 2:1.345174860792075 3:1.447487832831593 4:-1.13388376295201 5:-0.8191409945005036 6:0.7796445263129711 7:0.7425573852330324 8:-0.8182423162380043 9:0.9623245499534865
-1 0:1.677358770625019 1:1.60184477284293 2:-0.369646141007889 3:0.2798508006101079 4:-0.811178923729209 5:1.009584571571194 6:-0.2430840534510516 7:-0.4258233749304927 8:-0.5638079831489575 9:-1.067389954897652
1 0:2.217872663575232 1:-0.008217726405662408 2:-0.7390307747076279 3:0.6203763477778836 4:2.12313671776753 5:0.6754647820466478 6:0.197755165247567 7:-1.216448130959521 8:-0.2415217213176252 9:1.109334595837122
-1 0:0.21227187619285 1:-0.4634711914298233 2:0.5094171027643151 3:2.277955926349489 4:0.2936296660380054 5:-1.140872147754203 6:-0.2022795040819444 7:0.07823464718365984 8:-0.8486113760080196 9:-0.6239972895267837
1 0:-1.865595465176089 1:0.1250475357893762 2:0.8449341332462932 3:-1.164949875804707 4:-0.592561239689779 5:1.242271292327936 6:-0.2175078220429544 7:-1.191332260038174 8:0.4329087677084225 9:1.084469543094945
-1 0:0.5064380810017162 1:1.155812721192649 2:-0.3703115003898446 3:-0.8540769429470492 4:1.115570420626737 5:0.5373404411685718 6:-0.3789487828984359 7:0.2367654689749983 8:-0.6385516299584464 9:0.1581732518734807
-1 0:-0.05421281837121957 1:-0.4776824934573529 2:-1.231097291952988 3:-1.139062006610164 4:0.8287012380406301 5:0.7006749671590511 6:0.9249521167610605 7:0.5082882505130533 8:0.2268612044972695 9:-0.009901703152012511
1 0:-0.2647589878055121 1:0.04482732735694201 2:-0.9653087367505174 3:2.010523753056609 4:0.0253967378576437 5:-0.2980903465839985 6:-0.5492401647918809 7:-0.1456988069825895 8:-1.360659100778587 9:1.547749465068569
1 0:0.09068610404051299 1:-2.18234048959321 2:0.01996668298483597 3:-3.053928274724146 4:-0.7388552793965242 5:-0.4069854411651543 6:0.1943339780595312 7:0.5039448537472174 8:-0.2644801807948446 9:1.77650662388088
-1 0:0.7470362635263693 1:1.15689349354907 2:0.736101406145538 3:-1.30399744223981 4:1.069379781683568 5:-0.2521227122720467 6:0.3619337889417376 7:-0.5095119065459555 8:0.14971291022132 9:-0.2216661327550688
1 0:1.756196949452508 1:-0.2947401350836665 2:0.1751078067678106 3:0.3534461407881373 4:0.9080521582058819 5:1.836709279477204 6:-2.625252360256749 7:-1.394156649819402 8:-0.5891033875601331 9:0.6496604837876274
1 0:-0.9810314422632881 1:-1.65072335274861 2:0.3162212599315307 3:0.8125630353468292 4:1.416220026176864 5:-0.9442169366559789 6:-1.537876398299814 7:1.012836075811401 8:0.2278020258811556 9:1.150044764197654
-1 0:1.453459368915508 1:0.3284924681183126 2:1.167482438650133 3:-1.153311136799781 4:-0.9203038934285613 5:-0.9032760789297881 6:1.086000306811753 7:-0.3536344457234581 8:-0.4839471693285444 9:0.3245117973237476
-1 0:0.5698921600724933 1:0.5969925397102477 2:1.365748181826842 3:0.1980788616143138 4:0.5320564737926179 5:0.773194692380278 6:-0.2775520150573998 7:-0.9002586304190294 8:-0.08789395742547954 9:-0.8385132552435639
-1 0:0.729491785586413 1:-0.9752621964067039 2:0.5518507934561691 3:0.6170786005261995 4:0.2578522224542061 5:0.4020074778976228 6:0.4800460233792045 7:-1.382406185920476 8:-0.07656213212019458 9:0.01048425951327995
1 0:-2.127834658939901 1:0.04977561575701575 2:-0.1297099727528932 3:1.660186179750756 4:-0.9555100719234298 5:0.6608540204988754 6:0.3229614728852457 7:1.54609378694589 8:0.2238403114037746 9:-0.4919529629358217
-1 0:0.7666769139122614 1:1.074822796719737 2:1.215466724368416 3:0.09134498514346986 4:0.7365468353100383 5:-1.407381849829307 6:0.488891722863842 7:-0.8525948880821448 8:-0.5097947509209653 9:0.6420306412275686
-1 0:0.3031137213104279 1:-0.3712399010822586 2:-0.2558487227767964 3:0.4899012585809116 4:-1.675312899467603 5:-0.2951842395139689 6:-0.3746340091639579 7:1.603805600046083 8:-0.9812409390330274 9:0.06796530557124079
1 0:1.55993223984952 1:0.4567498269919495 2:-0.04329080566276058 3:-0.7559871750875361 4:-0.1368663137395477 5:-0.5153993369865963 6:-1.701318790428516 7:1.250219205930762 8:0.146294655328095 9:1.398624768067398
-1 0:-0.3133691999054345 1:0.8354383749027544 2:1.494959476684041 3:0.538956490302978 4:-0.05327763901036278 5:-0.2957358002305116 6:1.123564956019534 7:0.3280097511973885 8:1.743573832932637 9:-0.4069003165394512
1 0:-1.925717362418584 1:1.483832797846938 2:-0.1715631624097705 3:1.118226342625005 4:0.7484009064911469 5:1.049036167701516 6:-0.6214523097735762 7:0.8986278336137722 8:-0.3667669920544868 9:-0.5458023826477889
1 0:-0.7936840968160468 1:-0.2313700427945323 2:-0.5461756458546222 3:-1.091494584738861 4:0.17939580522468 5:3.110655722518581 6:0.676437069532933 7:0.9801114751383374 8:0.6489604491342967 9:-0.289281293051389
1 0:0.1537814485976572 1:0.1890553437540285 2:0.9063944652104757 3:0.2595433827903252 4:0.1046855172278017 5:1.600901523573329 6:-2.605162332887118 7:-0.1328349337956269 8:-0.2702888214268461 9:-0.5210761480470556
-1 0:0.3788738610866349 1:0.586060714849452 2:0.386116785132163 3:0.04653797261429113 4:1.178430324382845 5:-0.2825428483822393 6:0.449442106066078 7:0.5045288884140308 8:-0.6724243514133394 9:-0.3657410273639854
1 0:0.3166465699302764 1:0.4942520962838381 2:-1.249323052795432 3:-0.7925026488997875 4:-0.2350649956635608 5:0.4106370882938509 6:-1.624978343496669 7:-0.0828709441028978 8:0.08264103239738828 9:2.098780378013121
-1 0:-0.196872649608965 1:-0.3143885358618178 2:-0.6479282491111732 3:0.9254064003186305 4:-0.3248950914059315 5:0.08613248399283142 6:0.3343411015151163 7:0.9899987888377146 8:-0.659797861535774 9:0.561884099135975
1 0:1.836701728073648 1:0.4670506420423742 2:-1.209838430452245 3:0.6789992411535504 4:-0.7023438506913292 5:1.303979171393179 6:1.504382585335681 7:-0.9026973745680158 8:-0.160989442096869 9:1.996661504502972
1 0:-0.6199566938273545 1:2.464330206622222 2:0.06432080850157154 3:2.618120716591975 4:2.148451098481917 5:-0.5266319272257313 6:0.2549376748629562 7:1.605483945006622 8:-1.602457721688573 9:0.484521674905058
1 0:-2.493682592747013 1:0.5773055157804894 2:-0.3566037393171003 3:0.4279786036111813 4:0.765879731411479 5:1.523614054054636 6:0.4959159650530654 7:-0.9401072040286909 8:1.90737008072814 9:-1.378476574611638
1 0:0.3899013200458578 1:0.4886721496861444 2:3.377887742146764 3:-0.09512226898158874 4:-0.06334972828674221 5:-1.672976383424863 6:-0.6659395610871969 7:0.2213048355281392 8:0.1721835670808483 9:-0.01803064202395513
1 0:1.126645014499286 1:-0.7205619599669439 2:-0.8137650014352578 3:-2.119957491132872 4:0.8994541512709952 5:0.9305232503894217 6:0.8624282784495683 7:0.2017911540801522 8:-0.674092382940904 9:0.1960639888530155
1 0:0.6946102178571324 1:0.6624902910406584 2:-0.3249836847071461 3:-1.082146732275671 4:-1.543643741443475 5:1.880211477456464 6:-0.04409259859167063 7:0.07058886547941502 8:-0.7373027764280249 9:1.870350010611623
1 0:-1.62563435903606 1:-1.816694726469918 2:0.7302080993855888 3:-1.462762519013729 4:0.9167065357740442 5:-0.6579170143411898 6:-0.5228506210329303 7:0.2826088851149227 8:0.8414483537241202 9:1.00895705072856
1 0:-1.441169990309325 1:1.955447104494895 2:1.373613346592337 3:-0.9071489815305966 4:-0.08568978222377106 5:0.3978007320408994 6:-1.929379528411554 7:0.1784278519584861 8:-0.8156467239594486 9:1.989803680905844
-1 0:-0.211794663531497 1:-0.9693742949779172 2:-0.2085478029382714 3:0.04349584435274036 4:0.556286920485296 5:-0.2624643977047978 6:-1.13280280928076 7:-0.6277283922330407 8:2.078187017402887 9:0.3149870537953018
-1 0:0.5748591972112286 1:-0.7835132891825706 2:1.497829861153638 3:0.5177541920805999 4:-0.3033776436513387 5:1.361575692742063 6:-0.01689334302142984 7:1.25216512871982 8:0.1553577664784683 9:0.1147453561337133
1 0:1.057798866877586 1:0.3644925939164771 2:-0.06830352116312523 3:0.380851973346226 4:1.8788830195922 5:-0.2110183917581436 6:1.903616508756318 7:-1.032026287401151 8:0.0626073687930499 9:-1.218415255872586
-1 0:-0.1319253865430495 1:0.6451498968159256 2:-1.745490307441685 3:-1.542109149511104 4:0.1408594192579518 5:0.4483123239342011 6:0.2546586709628737 7:0.3563256941395356 8:0.8733819787730459 9:-0.7755629945548743
1 0:1.691990345174217 1:-0.6022615025654056 2:-2.200684896775959 3:-0.9750996153926094 4:-0.7489712660202236 5:-0.6085598688087918 6:-2.051519194724049 7:0.1026426447758255 8:-0.4634173816802333 9:1.551597038198276
-1 0:0.3229568367392096 1:0.03753662637500529 2:0.5444842607751538 3:-1.684572517409248 4:-0.2505924162831526 5:-0.6734240857950345 6:0.03676198928190728 7:-0.791857250823916 8:-0.1583814684988854 9:-0.5822157035023475
-1 0:-0.6752433954070047 1:1.108817131009049 2:-0.3992611112401555 3:-1.163192584437277 4:0.6097841645289523 5:0.3344536282021542 6:0.4651638624436705 7:0.6332818090246592 8:-0.880136128179448 9:-0.1927511193996903
-1 0:-1.153120974891159 1:0.9001663326628532 2:0.3834139227795167 3:0.3803743611174557 4:1.212561800279996 5:-0.07686991913745504 6:-0.1090281835081449 7:0.2740697932082848 8:-0.5358510697888809 9:0.5525053414984243
1 0:0.2176664183797911 1:-0.4626443201708983 2:-1.154514921752698 3:2.355883596273364 4:1.245519595509185 5:-0.1623758184864016 6:0.678103557686789 7:-0.3378503526164509 8:0.2065857788519412 9:-0.5219936498691117
1 0:0.0728522339045703 1:1.447578562499579 2:-1.745162496786709 3:-0.1276997963293014 4:-0.4564701561664498 5:-0.1032383622997662 6:0.4333789639635205 7:2.016991559983862 8:-2.64645950496773 9:-0.004448781759850456
1 0:-1.72960416135336 1:-0.8422190104348537 2:-1.815608348484802 3:-1.282235507644836 4:-1.166866295478398 5:-1.823542555717254 6:0.5341088724411437 7:-0.09467802487851586 8:0.8201865712955018 9:1.360391164610405
1 0:-2.507871499890106 1:0.3210952479271241 2:-0.4790595363187959 3:0.300012909959439 4:0.4089045216766895 5:-2.028128051601329 6:1.003276860094217 7:-0.4893565381013096 8:-1.223988445995293 9:-0.5680332102451171
1 0:1.15553956766674 1:0.3055686121645374 2:-1.124492063177488 3:-0.3530450397620267 4:0.1017688635286208 5:-1.834239363685216 6:-0.2671347439695547 7:2.365904258996077 8:-1.816947034793064 9:-0.04006990857157582
1 0:1.508853881002169 1:0.8944467391969038 2:0.5241336266749248 3:-0.8608119344458844 4:1.044424431309178 5:-2.442038900114455 6:-0.1394311575754641 7:0.7431457776783277 8:0.495426025126578 9:-1.192778832911827
1 0:-0.7793157852588792 1:0.3653619186875106 2:0.1125532455819944 3:-1.441970094919466 4:-0.8198825050683776 5:1.333488721575401 6:1.215147052970818 7:1.167674347127989 8:-1.113562963240064 9:-0.4168737274253441
-1 0:-0.6117901928648289 1:-0.6279769882845382 2:-0.8743753585765832 3:-1.96094678010507 4:-0.2622611905558562 5:0.04015245626346152 6:0.06204241023901994 7:-0.3526069249137795 8:-0.8797803897833112 9:0.2869918231454929
-1 0:0.3000086699517753 1:-0.04739106615158503 2:-0.6282093003242033 3:1.277470390703704 4:-0.06193542115670692 5:0.03109482462979016 6:0.09063747271969314 7:0.4527290302823416 8:-0.7394934824090501 9:-0.1037040518735991
-1 0:1.105789984950415 1:0.7595536227467505 2:-1.061335997454132 3:0.2270025175963799 4:-0.4762827422946459 5:0.5353001471947452 6:-0.5971986311184371 7:-0.598943124081465 8:0.1551661671285939 9:0.6270430712022336
